ProductCategory,Discount,AdvertisingSpend,Region,SalesPrice
Groceries,19.681776013872103,2748.5160967807406,South,353.95344136645105
Furniture,23.67178296875107,3860.360476306674,South,945.7079206849934
Electronics,42.72736966010902,3032.0005129534993,West,701.0292660008267
Groceries,17.00021930299461,874.8616240030838,North,240.03249549939807
Groceries,43.482484240608564,1335.1110655259993,East,179.3923415343129
Furniture,4.406721548834574,1486.9768281391362,East,699.9157227652306
Electronics,38.83992186043154,1660.389141401802,West,431.68608846679416
Electronics,42.377381652736815,3044.315263777269,West,673.5055288344662
Groceries,9.090882641866937,2767.8460092142705,East,455.0015125086954
Clothing,21.51732661861002,1414.2201726389403,East,390.82007729421
Groceries,8.27498873318278,803.9967955505919,North,270.80901775623227
Groceries,35.330206449710886,1271.4449201362313,West,184.12302264100884
Groceries,26.767388403082837,4929.715906783715,North,526.1825339672941
Groceries,31.76616733541605,2608.4612740616253,West,396.2120433853265
Furniture,9.824348347810558,4403.054771159506,West,916.3946339633567
Electronics,10.587293102620976,4319.386100009795,North,840.853053960671
Furniture,2.074866275495318,2801.8380085829317,South,867.0783978852728
Furniture,16.103376759786485,3680.094688072446,South,799.6900116678568
Furniture,27.987233066683746,1367.3840468572052,South,573.5949633103543
Groceries,42.89674569986644,3597.785172171087,West,502.46675104626155
Clothing,33.346372372934034,1725.7306066848028,North,439.31690246537636
Electronics,21.76981616998757,4244.279435393679,South,745.8991739891629
Clothing,47.65600571970689,876.7585989900947,East,244.6129632826218
Furniture,35.96226002879159,3979.124027983749,South,799.5838507356243
Furniture,46.5082601431275,949.7160795587879,North,465.03435242947984
Clothing,26.379398663608285,4465.35156602439,West,705.643765249699
Clothing,12.94521373965698,1868.9203316075168,North,464.9233310413177
Clothing,2.6413343182360993,3444.7701417375865,West,653.156233251054
Furniture,36.30424257419252,2693.7602537912594,North,654.7269001527518
Furniture,6.065149900276706,2148.3641536805253,North,699.1644201912363
Electronics,15.138756413598358,3404.488249325734,East,607.3863234075659
Electronics,26.62354539419487,4763.853412480571,South,830.3885663277357
Furniture,28.220829388987383,685.7138631857983,South,570.9017597883983
Clothing,30.0291598493568,4634.837851473969,North,632.1881699813744
Clothing,8.312766517485032,3240.867447594561,South,631.6326232568591
Electronics,18.98687024108244,4132.914353460736,East,744.7669772758804
Furniture,30.859711355848336,2227.437290454249,North,701.1493640183967
Electronics,48.490943231689236,2623.293386769262,South,573.2798247741616
Electronics,36.381556884984434,4409.828383105238,South,788.4549301735769
Groceries,46.130187854697894,2366.815864144204,West,297.6624056427966
Groceries,38.11060291570885,2905.9680503708823,South,430.79218952488816
Groceries,29.585848444620023,590.8771538794981,South,167.28654238346488
Clothing,9.601168456817227,1213.6910262711904,West,366.89558001336206
Furniture,33.334282594625655,3387.589285886599,North,777.0261160154588
Furniture,31.168978297995352,3726.396054787447,North,791.8575967344515
Furniture,30.123458522863324,3121.7042155302474,East,760.0434998332776
Furniture,24.489293399412038,1144.8951632402482,West,544.5224439068602
Groceries,26.43283019946378,2504.3244286002564,North,313.72624568378234
Clothing,16.722126355905203,2097.926448634354,South,486.31200278904726
Clothing,25.965634632115158,2730.4760481578974,South,523.9058169823871
Groceries,9.877795283923913,4416.480655493424,South,625.090267233787
Clothing,40.25871986801884,3991.376473963933,East,597.872413703715
Groceries,9.288847734935391,877.9527562512153,North,120.17488778048538
Furniture,4.248314494473321,4506.39138998554,West,923.9489700864417
Groceries,21.81230131785787,2622.952180174206,North,287.349077435876
Furniture,32.915371975303096,3847.379651986993,West,839.690819952922
Furniture,21.885841246677067,1130.1765406895847,West,485.55107515816496
Electronics,13.83770659756543,3518.2378656817164,North,674.7298202523358
Groceries,27.908559194522038,1563.4670792425607,South,232.41286662146882
Electronics,17.350116770609997,2472.714037134192,South,689.7687004102564
Groceries,46.64338450633166,575.8829153694699,West,60.657016738537806
Groceries,46.1322569801786,1182.247870687142,South,176.5805222656863
Electronics,25.118590998604773,914.362219056289,East,470.1978687562823
Electronics,16.394199700912925,1578.848778222163,East,599.2995060814254
Groceries,36.85662069783196,950.0814051094502,West,210.1846367013516
Clothing,1.835647174153332,3613.5951197880286,South,712.3835652121195
Furniture,23.738450302182564,630.6795599414871,West,558.8064083323607
Electronics,16.816169713516675,3279.832252812491,East,633.8947372844088
Furniture,46.02679425512773,1133.185238715084,East,539.2495405771052
Clothing,0.6001513636341271,4753.226557300536,East,816.5554006113964
Clothing,27.640743785917454,4698.923328994344,North,666.7858308438986
Clothing,37.0331790533313,1514.7639613443316,East,348.4220441915694
Electronics,24.250899376202064,3264.895842003633,South,637.8281706916064
Clothing,4.270151508136083,626.023937626063,North,392.69324004473583
Electronics,48.62306950139511,4693.048443730283,East,768.5946493537815
Clothing,25.900521568804898,2853.4428868626937,South,517.5009508319048
Furniture,30.70931221595057,694.5041813800054,East,443.94829787345
Furniture,11.830489135375366,2041.2499685366183,South,677.0943059232214
Groceries,24.17490425534019,845.8225783755539,South,157.85303157763755
Furniture,21.457474597916093,2268.2499771801195,East,696.0770267853878
Groceries,3.744792100099187,3514.668539725954,East,436.82890984012454
Furniture,5.308017677373361,2614.5045861864783,North,759.7297362392112
Electronics,41.873625980938726,2226.749786237545,East,516.9801881369359
Furniture,11.990997610329512,1036.2067049320917,South,517.173828985793
Groceries,9.747913574931527,1602.2257056214535,West,224.36254151837502
Groceries,25.24557256250696,950.64479482258,North,135.72231495610936
Clothing,38.437356568125644,4133.744292454973,South,626.1797632372189
Electronics,3.097325928949396,1108.5792259312516,South,510.7130424534014
Furniture,28.840395981912792,3179.1801494700208,West,773.7284046020355
Clothing,5.960522142028668,2042.3318611498064,East,507.68978771734567
Furniture,1.8230525412809229,1516.9027309483258,South,610.1180049633108
Furniture,2.6371976081108697,3377.607977714467,West,885.4065479599838
Clothing,41.70820541042207,2556.5103921962327,West,450.12335209837147
Clothing,5.898624181403078,2300.654602780516,East,540.7756999182321
Clothing,2.2575682206145977,3167.834022014997,West,604.0604940855796
Clothing,21.894994357145613,2710.704328205003,West,546.0615056913613
Clothing,42.19967359710124,1865.6789384820236,West,391.4521433467542
Furniture,13.120418824465096,3015.7757949436323,West,795.0184856741614
Clothing,21.08563087629582,3512.7435944781255,West,608.7336542012048
Electronics,1.9961266281875611,620.1192136408442,West,498.7116966402437
Groceries,22.453925706743792,2596.422780084539,South,323.8001744344064
Clothing,28.880654031856682,759.5747806259469,North,229.7016032043524
Clothing,28.545352687607238,1338.8243633065,East,328.12385998373065
Furniture,16.621334608718257,3022.289303350879,North,822.432181879553
Clothing,15.776659033156776,4397.850118695113,East,700.503752808811
Clothing,5.331180946829894,4472.625556348182,North,741.2033085184866
Clothing,18.33991603231342,814.7480456238407,East,292.11314179543785
Furniture,4.9747334436482324,2385.97288829018,West,731.9255081992354
Clothing,38.329797235602584,3123.5291735204805,North,484.55269067720803
Groceries,48.31371488740929,1161.8145704765452,North,125.7649635201982
Furniture,48.503722833335345,3944.4449753514727,East,777.3128677272825
Groceries,43.25355496876969,3849.0586629675745,East,470.6536192513254
Furniture,30.039607466980954,4565.034561680575,South,924.016620266221
Clothing,35.043284862194,538.1870543754936,West,312.6843806100532
Groceries,14.260290134020703,1475.0790979505118,West,189.58312377479112
Furniture,31.538521008631033,4222.340214103948,South,858.8237543736196
Electronics,22.78247747199387,3517.6102287212093,East,696.3569762589965
Clothing,24.100866988846626,4524.754341643209,West,627.6645793825548
Furniture,37.8888280187579,757.3084453861993,East,500.7523768372141
Electronics,14.095917779862582,3186.337845723993,West,677.920588140836
Furniture,15.901980584725994,3060.709587021534,North,799.8432811385957
Electronics,46.23208955643183,660.5348736223957,North,377.65166206136604
Clothing,2.8112147425486125,2810.8493461061757,West,547.9964786113578
Groceries,24.28171492066702,3242.8414008946593,West,472.0088327709808
Electronics,45.64004002039309,1360.8192839094827,West,333.7401733114059
Furniture,30.51815039090785,1729.9831240609833,South,608.748755202802
Clothing,27.320353710606604,3381.5630583398165,West,495.35305181317165
Electronics,12.487208961467761,2607.3542641998124,South,590.1513449367396
Furniture,17.163774453222413,4361.0614590574705,South,928.0192821497698
Furniture,42.602420790234646,2040.7179470413475,North,555.1570791016253
Furniture,27.960906588422908,1699.9684627469053,West,542.889142162648
Electronics,25.737109687838995,4931.896731551792,North,960.8127029502824
Electronics,4.978985677001447,4600.110965585375,North,782.0886726335264
Electronics,0.8014078227561561,630.4673524954094,South,543.9699647584273
Groceries,48.184259434352455,3968.2787688795465,East,441.8492497902868
Electronics,18.849308364342082,996.5064822134134,South,435.7105754207084
Electronics,30.160653104975214,623.6833767321693,North,430.3863509926768
Electronics,3.9857536593642493,1731.62982184857,South,632.0211786433534
Groceries,34.155714286152325,1712.0564557749694,South,195.5908198997759
Electronics,46.62833543529805,4186.934430561341,South,699.9242826991116
Furniture,28.783262649870984,3698.002606742758,West,854.5772221087465
Electronics,6.305766118770528,4917.242422994064,South,893.5124256832154
Furniture,29.086076373673837,3701.808051403183,North,867.1045439250398
Furniture,38.31736065523262,2382.1499896522155,South,687.3358753763453
Furniture,20.320826828700934,3645.1744742534756,West,914.2869942254032
Groceries,43.99188739707339,4997.56580233881,North,570.7022353814167
Groceries,32.434147667868224,3695.6384715313766,South,465.78610923394933
Groceries,44.962445914460126,3927.5661019114323,North,468.9177869630129
Electronics,31.17526556236686,4722.642568356167,West,802.7892831245553
Furniture,6.564398600241211,1011.4306759025751,East,630.4186283298213
Groceries,15.484585555259455,3671.529320514771,West,498.03582213410954
Groceries,10.089747412622845,4328.6268108535205,West,602.0921867173636
Electronics,45.441324885843116,4794.703700994019,North,835.8127130089237
Groceries,38.02000336437413,1449.3618037026472,North,240.31890771953286
Electronics,33.8199184455003,2767.680534759099,East,634.2140327966191
Clothing,15.048315981581084,3562.496814400168,East,575.636560097028
Groceries,9.202238602510675,1613.6047827560185,East,265.4383216795894
Clothing,37.82255439944559,3202.127884626233,West,586.7368523132687
Electronics,23.707897293953984,1659.1045212409972,West,589.6762166271175
Furniture,11.289477607531456,2000.5565923924128,East,580.4551927487604
Groceries,30.831098908263755,2486.834134298893,East,308.62805825079107
Electronics,2.0166926069225988,2881.3554443595513,East,685.2831893428424
Furniture,16.308512706412674,2522.146422313178,South,675.6338937144586
Furniture,23.427849729556733,2719.3798390456814,South,683.9563022363707
Clothing,7.397916705470292,1843.649403297317,East,493.3151006084813
Electronics,49.23272387954198,1215.3429231018376,West,502.1376430096715
Furniture,10.454868229480713,713.0748979707774,North,448.80657552200927
Groceries,6.517656502163277,1381.9042512125047,West,266.6313046678391
Groceries,10.17674369434482,3118.746386776024,North,464.6851683784322
Clothing,38.45305665798621,4037.5195151140956,East,665.8565368054492
Furniture,21.27528296359214,1261.6141884930253,South,599.5672200755702
Electronics,28.270796987626902,988.4991099769181,South,530.3784445192438
Groceries,1.0504578493180372,3871.8066224716263,North,536.5250762148163
Furniture,1.7215654286657278,1873.2124874178037,East,749.4777574040538
